ANO;MÊS;PRODUTO;OPERAÇÃO COMERCIAL;IMPORTADO / EXPORTADO;DISPÊNDIO / RECEITA
2019;NOV;ETANOL ANIDRO;EXPORTAÇÃO;98667,142;49131400
2019;OUT;ETANOL ANIDRO;EXPORTAÇÃO;133936,442;66144037
2019;SET;ETANOL ANIDRO;EXPORTAÇÃO;147849,2;74165518
2019;ABR;ETANOL ANIDRO;IMPORTAÇÃO;230719,585;92664108
2019;AGO;ETANOL ANIDRO;IMPORTAÇÃO;84253,372;36931008
2019;DEZ;ETANOL ANIDRO;IMPORTAÇÃO;184990,148;77804287
2019;FEV;ETANOL ANIDRO;IMPORTAÇÃO;128890,01;50798050
2019;JAN;ETANOL ANIDRO;IMPORTAÇÃO;155630,902;65565051
2019;JUL;ETANOL ANIDRO;IMPORTAÇÃO;96054,335;40068458
2019;JUN;ETANOL ANIDRO;IMPORTAÇÃO;85997,172;34476484
2019;MAI;ETANOL ANIDRO;IMPORTAÇÃO;182461,508;74231511
2019;MAR;ETANOL ANIDRO;IMPORTAÇÃO;111639,359;44055030
2019;NOV;ETANOL ANIDRO;IMPORTAÇÃO;47983,019;20203257
2019;OUT;ETANOL ANIDRO;IMPORTAÇÃO;82759,915;36144045
2019;SET;ETANOL ANIDRO;IMPORTAÇÃO;66088,501;29138352
2019;ABR;ETANOL HIDRATADO;EXPORTAÇÃO;3970,197;2841723
2019;AGO;ETANOL HIDRATADO;EXPORTAÇÃO;89933,136;44781705
2019;DEZ;ETANOL HIDRATADO;EXPORTAÇÃO;74090,2;38210212
2019;FEV;ETANOL HIDRATADO;EXPORTAÇÃO;23704,952;10972746
2019;JAN;ETANOL HIDRATADO;EXPORTAÇÃO;49601,684;25470400
2019;JUL;ETANOL HIDRATADO;EXPORTAÇÃO;57148,087;28789348
2019;JUN;ETANOL HIDRATADO;EXPORTAÇÃO;42451,288;21212166
2019;MAI;ETANOL HIDRATADO;EXPORTAÇÃO;15894,499;8225299
2019;MAR;ETANOL HIDRATADO;EXPORTAÇÃO;27582,5;13285150
2019;NOV;ETANOL HIDRATADO;EXPORTAÇÃO;82823,037;42442029
2019;OUT;ETANOL HIDRATADO;EXPORTAÇÃO;76621,936;39480243
2019;SET;ETANOL HIDRATADO;EXPORTAÇÃO;73408,549;38045182
2019;ABR;ETANOL HIDRATADO;IMPORTAÇÃO;1,509;5149
2019;AGO;ETANOL HIDRATADO;IMPORTAÇÃO;22,653;45958
2019;DEZ;ETANOL HIDRATADO;IMPORTAÇÃO;4,081;16083
2019;FEV;ETANOL HIDRATADO;IMPORTAÇÃO;1,662;22580
2019;JAN;ETANOL HIDRATADO;IMPORTAÇÃO;24,86;45736
2019;JUL;ETANOL HIDRATADO;IMPORTAÇÃO;25,849;65475
2019;JUN;ETANOL HIDRATADO;IMPORTAÇÃO;0,214;1986
2019;MAI;ETANOL HIDRATADO;IMPORTAÇÃO;22,131;44592
2019;MAR;ETANOL HIDRATADO;IMPORTAÇÃO;25,748;45155
2019;NOV;ETANOL HIDRATADO;IMPORTAÇÃO;2,212;19944
2019;OUT;ETANOL HIDRATADO;IMPORTAÇÃO;0,664;4799
2019;SET;ETANOL HIDRATADO;IMPORTAÇÃO;2,427;26785
2020;ABR;ETANOL ANIDRO;EXPORTAÇÃO;321,496;367626
2020;AGO;ETANOL ANIDRO;EXPORTAÇÃO;173468,298;68391644
2020;DEZ;ETANOL ANIDRO;EXPORTAÇÃO;19183,633;9716565
2020;FEV;ETANOL ANIDRO;EXPORTAÇÃO;113182,008;63493000
2020;JAN;ETANOL ANIDRO;EXPORTAÇÃO;38547,314;20877088
2020;JUL;ETANOL ANIDRO;EXPORTAÇÃO;135750,328;60173169
2020;JUN;ETANOL ANIDRO;EXPORTAÇÃO;145503,295;52651712
2020;MAI;ETANOL ANIDRO;EXPORTAÇÃO;67652,172;21107218
2020;MAR;ETANOL ANIDRO;EXPORTAÇÃO;47598,805;28927864
2020;NOV;ETANOL ANIDRO;EXPORTAÇÃO;155870,095;66512622
2020;OUT;ETANOL ANIDRO;EXPORTAÇÃO;207797,76;87291399
2020;SET;ETANOL ANIDRO;EXPORTAÇÃO;105424,381;42934153
2020;ABR;ETANOL ANIDRO;IMPORTAÇÃO;144366,404;59288434
2020;AGO;ETANOL ANIDRO;IMPORTAÇÃO;13806,512;6319942
2020;DEZ;ETANOL ANIDRO;IMPORTAÇÃO;95960,517;39771315
2020;FEV;ETANOL ANIDRO;IMPORTAÇÃO;150393,9;62559055
2020;JAN;ETANOL ANIDRO;IMPORTAÇÃO;179992,492;77663574
2020;JUL;ETANOL ANIDRO;IMPORTAÇÃO;20521,176;8747919
2020;JUN;ETANOL ANIDRO;IMPORTAÇÃO;27333,679;8162547
2020;MAI;ETANOL ANIDRO;IMPORTAÇÃO;42906,108;16520044
2020;MAR;ETANOL ANIDRO;IMPORTAÇÃO;276236,417;115236146
2020;NOV;ETANOL ANIDRO;IMPORTAÇÃO;26960,748;10684859
2020;OUT;ETANOL ANIDRO;IMPORTAÇÃO;19554,438;7232659
2020;SET;ETANOL ANIDRO;IMPORTAÇÃO;10540,551;3783364
2020;ABR;ETANOL HIDRATADO;EXPORTAÇÃO;79444,196;45460192
2020;AGO;ETANOL HIDRATADO;EXPORTAÇÃO;159390,983;68279469
2020;DEZ;ETANOL HIDRATADO;EXPORTAÇÃO;220666,075;101678667
2020;FEV;ETANOL HIDRATADO;EXPORTAÇÃO;40221,237;22890207
2020;JAN;ETANOL HIDRATADO;EXPORTAÇÃO;39674,243;22202026
2020;JUL;ETANOL HIDRATADO;EXPORTAÇÃO;166462,434;68359864
2020;JUN;ETANOL HIDRATADO;EXPORTAÇÃO;139695,95;61397676
2020;MAI;ETANOL HIDRATADO;EXPORTAÇÃO;78953,256;36088562
2020;MAR;ETANOL HIDRATADO;EXPORTAÇÃO;22335,825;13017053
2020;NOV;ETANOL HIDRATADO;EXPORTAÇÃO;157243,632;73784936
2020;OUT;ETANOL HIDRATADO;EXPORTAÇÃO;171399,61;78059474
2020;SET;ETANOL HIDRATADO;EXPORTAÇÃO;183184,8;77860450
2020;ABR;ETANOL HIDRATADO;IMPORTAÇÃO;38,528;22375
2020;AGO;ETANOL HIDRATADO;IMPORTAÇÃO;11,73;33484
2020;DEZ;ETANOL HIDRATADO;IMPORTAÇÃO;0,35;2234
2020;FEV;ETANOL HIDRATADO;IMPORTAÇÃO;2,911;17989
2020;JAN;ETANOL HIDRATADO;IMPORTAÇÃO;45,689;72384
2020;JUL;ETANOL HIDRATADO;IMPORTAÇÃO;10,684;14494
2020;JUN;ETANOL HIDRATADO;IMPORTAÇÃO;6,855;26537
2020;MAI;ETANOL HIDRATADO;IMPORTAÇÃO;22,411;40557
2020;MAR;ETANOL HIDRATADO;IMPORTAÇÃO;2,193;9577
2020;NOV;ETANOL HIDRATADO;IMPORTAÇÃO;1113,966;18391
2020;OUT;ETANOL HIDRATADO;IMPORTAÇÃO;1,452;5456
2020;SET;ETANOL HIDRATADO;IMPORTAÇÃO;3,311;16138
2021;ABR;ETANOL ANIDRO;EXPORTAÇÃO;17049,873;8612952
2021;AGO;ETANOL ANIDRO;EXPORTAÇÃO;40132,364;19605079
2021;DEZ;ETANOL ANIDRO;EXPORTAÇÃO;86032,813;61252170
2021;FEV;ETANOL ANIDRO;EXPORTAÇÃO;35868,317;17515311
2021;JAN;ETANOL ANIDRO;EXPORTAÇÃO;68974,778;32693119
2021;JUL;ETANOL ANIDRO;EXPORTAÇÃO;79156,426;45292845
2021;JUN;ETANOL ANIDRO;EXPORTAÇÃO;102329,986;55165276
2021;MAI;ETANOL ANIDRO;EXPORTAÇÃO;48801,452;26623427
2021;MAR;ETANOL ANIDRO;EXPORTAÇÃO;15448,35;9364455
2021;NOV;ETANOL ANIDRO;EXPORTAÇÃO;28728,549;22179454
2021;OUT;ETANOL ANIDRO;EXPORTAÇÃO;58981,833;41093129
2021;SET;ETANOL ANIDRO;EXPORTAÇÃO;32197,555;22671241
2021;ABR;ETANOL ANIDRO;IMPORTAÇÃO;18019,529;8755889
2021;AGO;ETANOL ANIDRO;IMPORTAÇÃO;18048,678;12266595
2021;DEZ;ETANOL ANIDRO;IMPORTAÇÃO;95782,746;52474668
2021;FEV;ETANOL ANIDRO;IMPORTAÇÃO;51618,704;23207780
2021;JAN;ETANOL ANIDRO;IMPORTAÇÃO;77408,709;33308992
2021;JUL;ETANOL ANIDRO;IMPORTAÇÃO;15065,247;7456849
2021;JUN;ETANOL ANIDRO;IMPORTAÇÃO;15056,409;7446848
2021;MAI;ETANOL ANIDRO;IMPORTAÇÃO;15058,772;8136082
2021;MAR;ETANOL ANIDRO;IMPORTAÇÃO;49722,742;23638485
2021;NOV;ETANOL ANIDRO;IMPORTAÇÃO;62251,202;38963990
2021;OUT;ETANOL ANIDRO;IMPORTAÇÃO;14020,094;10227584
2021;SET;ETANOL ANIDRO;IMPORTAÇÃO;46,571;72396
2021;ABR;ETANOL HIDRATADO;EXPORTAÇÃO;88277,762;43922971
2021;AGO;ETANOL HIDRATADO;EXPORTAÇÃO;44045,42;23957798
2021;DEZ;ETANOL HIDRATADO;EXPORTAÇÃO;111315,405;67357006
2021;FEV;ETANOL HIDRATADO;EXPORTAÇÃO;119100,101;53144628
2021;JAN;ETANOL HIDRATADO;EXPORTAÇÃO;120211,351;53253610
2021;JUL;ETANOL HIDRATADO;EXPORTAÇÃO;128957,601;67970103
2021;JUN;ETANOL HIDRATADO;EXPORTAÇÃO;189334,05;101055156
2021;MAI;ETANOL HIDRATADO;EXPORTAÇÃO;16954,616;10872040
2021;MAR;ETANOL HIDRATADO;EXPORTAÇÃO;174106,635;79734359
2021;NOV;ETANOL HIDRATADO;EXPORTAÇÃO;77449,541;46484751
2021;OUT;ETANOL HIDRATADO;EXPORTAÇÃO;103728,365;57243921
2021;SET;ETANOL HIDRATADO;EXPORTAÇÃO;160996,946;94075183
2021;ABR;ETANOL HIDRATADO;IMPORTAÇÃO;4,275;30848
2021;AGO;ETANOL HIDRATADO;IMPORTAÇÃO;1,038;6409
2021;DEZ;ETANOL HIDRATADO;IMPORTAÇÃO;1,625;9429
2021;FEV;ETANOL HIDRATADO;IMPORTAÇÃO;0,567;11503
2021;JAN;ETANOL HIDRATADO;IMPORTAÇÃO;5,538;315480
2021;JUL;ETANOL HIDRATADO;IMPORTAÇÃO;2,767;24963
2021;JUN;ETANOL HIDRATADO;IMPORTAÇÃO;5,828;19878
2021;MAI;ETANOL HIDRATADO;IMPORTAÇÃO;4,114;32382
2021;MAR;ETANOL HIDRATADO;IMPORTAÇÃO;5,694;17842
2021;NOV;ETANOL HIDRATADO;IMPORTAÇÃO;125,405;38382
2021;OUT;ETANOL HIDRATADO;IMPORTAÇÃO;0,921;10484
2021;SET;ETANOL HIDRATADO;IMPORTAÇÃO;3,721;10799
2022;ABR;ETANOL ANIDRO;EXPORTAÇÃO;75143,194;55815405
2022;AGO;ETANOL ANIDRO;EXPORTAÇÃO;164596,631;127055977
2022;DEZ;ETANOL ANIDRO;EXPORTAÇÃO;153684,067;111600478
2022;FEV;ETANOL ANIDRO;EXPORTAÇÃO;12169,882;9239404
2022;JAN;ETANOL ANIDRO;EXPORTAÇÃO;42362,083;27807243
2022;JUL;ETANOL ANIDRO;EXPORTAÇÃO;88907,852;65010026
2022;JUN;ETANOL ANIDRO;EXPORTAÇÃO;143645,698;112081527
2022;MAI;ETANOL ANIDRO;EXPORTAÇÃO;62308,103;49578476
2022;MAR;ETANOL ANIDRO;EXPORTAÇÃO;46812,212;34386232
2022;NOV;ETANOL ANIDRO;EXPORTAÇÃO;165724,74;105008790
2022;OUT;ETANOL ANIDRO;EXPORTAÇÃO;209732,423;144430725
2022;SET;ETANOL ANIDRO;EXPORTAÇÃO;184145,188;126874804
2022;ABR;ETANOL ANIDRO;IMPORTAÇÃO;4080,61;2786939
2022;AGO;ETANOL ANIDRO;IMPORTAÇÃO;34,571;72921
2022;DEZ;ETANOL ANIDRO;IMPORTAÇÃO;14998,805;9510920
2022;FEV;ETANOL ANIDRO;IMPORTAÇÃO;68694,805;38747113
2022;JAN;ETANOL ANIDRO;IMPORTAÇÃO;22435,703;14746723
2022;JUL;ETANOL ANIDRO;IMPORTAÇÃO;20072,793;14571819
2022;JUN;ETANOL ANIDRO;IMPORTAÇÃO;20419,64;15391492
2022;MAI;ETANOL ANIDRO;IMPORTAÇÃO;109543,179;74725011
2022;MAR;ETANOL ANIDRO;IMPORTAÇÃO;35148,157;20337963
2022;NOV;ETANOL ANIDRO;IMPORTAÇÃO;12067,878;7427776
2022;OUT;ETANOL ANIDRO;IMPORTAÇÃO;8066,09;5590456
2022;SET;ETANOL ANIDRO;IMPORTAÇÃO;5,082;21845
2022;ABR;ETANOL HIDRATADO;EXPORTAÇÃO;43247,281;29038056
2022;AGO;ETANOL HIDRATADO;EXPORTAÇÃO;111161,002;83110820
2022;DEZ;ETANOL HIDRATADO;EXPORTAÇÃO;162471,549;109358775
2022;FEV;ETANOL HIDRATADO;EXPORTAÇÃO;60732,663;42169229
2022;JAN;ETANOL HIDRATADO;EXPORTAÇÃO;59802,71;40263028
2022;JUL;ETANOL HIDRATADO;EXPORTAÇÃO;90789,431;68893873
2022;JUN;ETANOL HIDRATADO;EXPORTAÇÃO;67459,012;48009518
2022;MAI;ETANOL HIDRATADO;EXPORTAÇÃO;12133,526;8857439
2022;MAR;ETANOL HIDRATADO;EXPORTAÇÃO;130404,02;86269533
2022;NOV;ETANOL HIDRATADO;EXPORTAÇÃO;87052,812;57461888
2022;OUT;ETANOL HIDRATADO;EXPORTAÇÃO;145870,079;109086595
2022;SET;ETANOL HIDRATADO;EXPORTAÇÃO;119528,53;87692115
2022;ABR;ETANOL HIDRATADO;IMPORTAÇÃO;0,528;2650
2022;AGO;ETANOL HIDRATADO;IMPORTAÇÃO;2,406;26061
2022;DEZ;ETANOL HIDRATADO;IMPORTAÇÃO;0,912;13364
2022;FEV;ETANOL HIDRATADO;IMPORTAÇÃO;0,771;4691
2022;JAN;ETANOL HIDRATADO;IMPORTAÇÃO;266,234;65581
2022;JUL;ETANOL HIDRATADO;IMPORTAÇÃO;1,789;20587
2022;JUN;ETANOL HIDRATADO;IMPORTAÇÃO;1,704;17253
2022;MAI;ETANOL HIDRATADO;IMPORTAÇÃO;3,792;13507
2022;MAR;ETANOL HIDRATADO;IMPORTAÇÃO;2,732;29269
2022;NOV;ETANOL HIDRATADO;IMPORTAÇÃO;2,96;6391
2022;OUT;ETANOL HIDRATADO;IMPORTAÇÃO;0,308;4041
2022;SET;ETANOL HIDRATADO;IMPORTAÇÃO;4,727;13299
2023;FEV;ETANOL ANIDRO;EXPORTAÇÃO;81956,842;59761106
2023;JAN;ETANOL ANIDRO;EXPORTAÇÃO;143249,448;104654040
2023;FEV;ETANOL ANIDRO;IMPORTAÇÃO;10029,201;6253482
2023;JAN;ETANOL ANIDRO;IMPORTAÇÃO;4995,949;3115481
2023;FEV;ETANOL HIDRATADO;EXPORTAÇÃO;56447,745;39293873
2023;JAN;ETANOL HIDRATADO;EXPORTAÇÃO;118256,583;83504529
2023;FEV;ETANOL HIDRATADO;IMPORTAÇÃO;0,134;2131
2023;JAN;ETANOL HIDRATADO;IMPORTAÇÃO;4,22;10856
